gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
TGFB2,-2.291048856,3.937142161,-7.903633297,1.63E-05,0.000753658,3.361671444
SPIRE2,1.11914236,2.835432272,7.838921503,1.74E-05,0.000776912,3.358793412
IL10RA,2.936955157,-1.192123268,8.217961607,1.17E-05,0.000644573,3.354505248
KIAA1324L,2.895215711,2.730846234,7.79108018,1.84E-05,0.000799236,3.353655809
GPC3,4.373110676,-0.794615849,8.147480785,1.26E-05,0.000670725,3.35081943
CREM,-0.943807104,5.422072332,-8.007315678,1.46E-05,0.000726079,3.330062807
KIAA0101,0.876712524,4.26528462,7.9416014,1.56E-05,0.000746595,3.325597701
AKAP12,1.268763476,5.720541348,8.010818058,1.45E-05,0.000725784,3.323954145
NTM,2.419050508,2.225237706,7.730329976,1.96E-05,0.000822882,3.312006375
NKD2,2.993482127,-0.408514525,7.909928726,1.62E-05,0.000752442,3.309300396
ATP8A1,2.953158185,2.233942289,7.718992639,1.99E-05,0.000830765,3.305123479
ERCC6L,1.514602374,4.230044841,7.90801332,1.62E-05,0.000752442,3.302938347
HEY2,-5.770110382,-0.625205682,-8.102253973,1.32E-05,0.000686312,3.298738972
IRF5,3.396818008,-0.673957711,7.994413412,1.48E-05,0.000733661,3.293779341
GREB1L,2.964571149,2.991716774,7.754497283,1.91E-05,0.000814032,3.293001393
TOP2A,0.883395522,9.449429211,7.895276062,1.64E-05,0.000755531,3.288677239
GABRB3,2.730103186,1.775329001,7.684071386,2.06E-05,0.000849518,3.284568039
ABLIM1,-1.079749107,5.56233518,-7.962343099,1.53E-05,0.000742373,3.276082889
A4GALT,2.94561,-1.445568788,8.183692406,1.21E-05,0.000652757,3.274361091
ELAVL2,1.339970577,5.345348027,7.954027482,1.54E-05,0.000743832,3.27426144
PDZRN4,-1.625086,3.304642009,-7.773563674,1.87E-05,0.000812203,3.258169142
CHP1,-1.272103228,5.696915264,-7.945691445,1.56E-05,0.000745705,3.255764597
COL20A1,-1.665876032,7.835828649,-7.917318214,1.60E-05,0.000751931,3.246101326
DOC2A,1.433374889,1.976118977,7.664378961,2.11E-05,0.000856581,3.242357966
NUSAP1,0.875447433,7.368056616,7.923357298,1.59E-05,0.000751763,3.230560441
ADCY8,1.966772193,2.674071225,7.686967979,2.06E-05,0.000849518,3.220868649
COLEC12,2.362367235,3.161833058,7.716490979,1.99E-05,0.000830765,3.216755554
RBL1,0.790300785,5.766280157,7.917339924,1.60E-05,0.000751931,3.212868083
PPIC,-1.091840832,5.12231035,-7.888096786,1.65E-05,0.000757019,3.212028209
COL28A1,-1.723247206,4.240223234,-7.81569902,1.79E-05,0.000787325,3.21197929
YPEL1,0.827396774,4.663734331,7.866664202,1.69E-05,0.000766556,3.209126409
KLHDC8A,-1.354380507,6.149549744,-7.89927664,1.64E-05,0.000754867,3.195147459
SCN3B,2.329269912,1.304607304,7.594019784,2.28E-05,0.000907736,3.191986495
SPRY4,-1.066354239,7.910354908,-7.859651928,1.71E-05,0.000766556,3.1796914
RAB39A,1.137001232,2.448856689,7.633299548,2.18E-05,0.000876072,3.168194524
PKIA,0.877171267,5.338218767,7.855401498,1.71E-05,0.000767783,3.157837826
CDYL2,1.36124199,4.05182681,7.758999249,1.90E-05,0.00081345,3.148443661
DNA2,0.808052858,4.422036382,7.794499338,1.83E-05,0.000799236,3.145241447
TAOK3,-0.85632619,5.088262546,-7.829567002,1.76E-05,0.000780181,3.14382434
PLCH2,2.311772232,-0.589039372,7.736710838,1.95E-05,0.000821753,3.14024688
LAMC3,2.247589485,2.007772744,7.543150625,2.41E-05,0.00092364,3.116530418
S100B,-0.887714009,8.972530022,-7.761540733,1.90E-05,0.00081345,3.114651666
CPVL,0.971528131,4.442903891,7.764748282,1.89E-05,0.00081345,3.111815123
HPCAL4,2.06654854,1.425381704,7.517588127,2.48E-05,0.000938184,3.10838106
KIFC1,1.147013354,7.039441589,7.820423008,1.78E-05,0.000785611,3.106317694
FLT4,3.038684563,0.194660087,7.586186225,2.30E-05,0.000910622,3.105285993
SYT4,2.231350141,2.70344607,7.574952843,2.33E-05,0.000917341,3.096298812
GRM8,1.053532416,4.219183821,7.732739333,1.96E-05,0.000822882,3.096070829
MORC4,1.238803865,5.300770503,7.792843287,1.83E-05,0.000799236,3.091993076
RRM2,1.200689245,6.743741451,7.801283974,1.82E-05,0.000797357,3.079902296
KLHL4,2.187259532,1.770170304,7.485588382,2.57E-05,0.000964089,3.063136757
NDNF,1.493179469,2.76757948,7.553764144,2.38E-05,0.00092364,3.051483542
RAB11FIP1,2.278981388,1.37995327,7.463695911,2.63E-05,0.00097189,3.050925123
ACYP2,-0.83945496,3.968024249,-7.669086139,2.10E-05,0.000856007,3.049832022
RP11-612B6.2,-1.533434208,1.988086263,-7.47484442,2.60E-05,0.000964583,3.036893419
STARD8,1.181085217,2.749140269,7.543025332,2.41E-05,0.00092364,3.036403825
DSG2,3.613435436,1.326175406,7.449757054,2.67E-05,0.000982351,3.033544154
TOX2,1.403995586,2.272382871,7.493727322,2.55E-05,0.000958619,3.03012618
UBE2T,0.90303363,5.766483584,7.75313737,1.91E-05,0.000814032,3.026247405
AHR,1.130193037,6.25975027,7.748285057,1.92E-05,0.000816036,3.015911944
SEMA5A,-0.870713,7.983795616,-7.713660223,2.00E-05,0.000831037,3.014756322
GNG7,-1.245096888,6.801712585,-7.737494989,1.95E-05,0.000821753,3.009562863
CDCA4,1.052646915,4.401035859,7.661584927,2.12E-05,0.000856581,2.998150302
CCNA1,2.830712486,0.103163868,7.480710355,2.58E-05,0.000964466,2.993458737
DIRAS2,-2.160545638,3.698942244,-7.547408439,2.40E-05,0.00092364,2.978272605
HADHB,-1.029147829,6.79542105,-7.707271514,2.01E-05,0.000834549,2.972129065
ABCC8,2.542979911,0.504235154,7.410100384,2.80E-05,0.00101127,2.968247372
TSPAN7,-1.255951921,5.435995023,-7.678511662,2.08E-05,0.000849518,2.959564898
DLGAP3,2.152739899,1.025792989,7.372050917,2.92E-05,0.001038607,2.951668677
FZD5,1.579246604,3.634967548,7.543486218,2.41E-05,0.00092364,2.947681653
HIBADH,-1.111725533,5.938801685,-7.680371043,2.07E-05,0.000849518,2.943821993
HMGB2,0.830240908,7.985464856,7.649662238,2.14E-05,0.000865075,2.93998187
NCAPH,0.915954713,6.268058407,7.679066531,2.08E-05,0.000849518,2.933834542
PABPC5,1.379090066,2.304947534,7.39417617,2.85E-05,0.001025589,2.913289378
EPB41L3,0.738190963,6.166993169,7.661102407,2.12E-05,0.000856581,2.912131711
RASSF4,-0.92646564,4.250665615,-7.570929784,2.34E-05,0.000917341,2.909490768
INSM1,1.424452288,4.744309942,7.599184042,2.27E-05,0.000907182,2.905022039
LIMK2,0.91359239,3.55535398,7.507336042,2.51E-05,0.000946567,2.902379396
NPTX2,2.394577473,3.488711698,7.465976224,2.63E-05,0.000971794,2.897973231
SPAG5,0.674283903,6.88345761,7.643016105,2.16E-05,0.000869084,2.895216554
LIPG,1.984189909,0.608327666,7.328014188,3.07E-05,0.001076829,2.892989471
CYP27C1,2.164285719,0.93654412,7.317193675,3.11E-05,0.001082037,2.890420264
EGFLAM,4.405734267,0.49027973,7.386743415,2.87E-05,0.00103174,2.887787176
SHISA3,4.339990956,-2.063436137,7.760298578,1.90E-05,0.00081345,2.877879327
NCAN,-1.981832125,9.495555324,-7.522066631,2.47E-05,0.000935873,2.870690004
PIP5K1B,-1.040526069,4.476615731,-7.540152284,2.42E-05,0.000924241,2.855467905
BTNL9,3.546074533,-0.912034764,7.569032379,2.34E-05,0.000917341,2.852666531
WASF3,-0.77645188,6.089300335,-7.591443961,2.29E-05,0.000907736,2.833874994
GLIS3,0.827398927,6.211585231,7.591530928,2.28E-05,0.000907736,2.831361173
JAG1,-0.973563254,5.049989105,-7.548908189,2.40E-05,0.00092364,2.823490345
MDFIC,1.13565982,5.063148976,7.550990033,2.39E-05,0.00092364,2.823178045
ATF7IP2,1.828569958,1.989174808,7.281784133,3.23E-05,0.001104023,2.816762512
GALNT16,2.09019228,1.330353384,7.238249469,3.40E-05,0.001129497,2.802571233
LMCD1,-2.25741831,1.072587358,-7.235376515,3.41E-05,0.001129497,2.801900391
NOV,2.818975374,1.364285719,7.234425254,3.41E-05,0.001129497,2.800763775
FHL2,2.892648023,-1.304719651,7.56773278,2.35E-05,0.000917341,2.790815173
DARC,4.082380695,-1.445840031,7.560369481,2.36E-05,0.000922454,2.770339991
BRCA1,0.963731469,6.006233417,7.535794936,2.43E-05,0.000926373,2.769116517
EPN2,-0.985217686,8.537955154,-7.479368621,2.59E-05,0.000964466,2.767026025
SH3GL3,3.288464629,0.325912669,7.248798691,3.36E-05,0.001125923,2.766055745
CCNA2,0.683602265,6.197877396,7.532888715,2.44E-05,0.000927024,2.761550393
MEX3B,0.813658777,4.633408138,7.475075385,2.60E-05,0.000964583,2.758839213
ABCG2,1.767080943,1.377736259,7.188518954,3.60E-05,0.001162679,2.743091239
OGDHL,-1.226218543,4.119789709,-7.411093422,2.79E-05,0.00101127,2.742572324
C8orf48,2.624182623,-0.476382458,7.288374343,3.21E-05,0.001098265,2.724871972
DCLK1,1.488348755,5.612534938,7.484157658,2.57E-05,0.000964089,2.724133526
CHST1,3.046864931,-0.54130601,7.316910573,3.11E-05,0.001082037,2.72074748
FTCDNL1,-4.360819092,-2.333210379,-7.569322518,2.34E-05,0.000917341,2.712105695
INPP5B,-0.651179683,4.985504922,-7.452878314,2.67E-05,0.000981314,2.709926815
SNAP25-AS1,-1.799583685,1.073243553,-7.151374952,3.75E-05,0.001195258,2.709344337
CEP72,0.867041538,3.112679884,7.298302683,3.17E-05,0.001090894,2.707801367
MSX2,2.354043419,-0.886036659,7.341213469,3.02E-05,0.001068194,2.705058781
CCDC109B,1.061663801,2.774381976,7.256652303,3.33E-05,0.001124073,2.700985788
ANXA1,-1.43556915,4.665483857,-7.409214418,2.80E-05,0.00101127,2.695590541
DAAM2,2.665214752,2.522498871,7.187388577,3.60E-05,0.001162679,2.683121481
FGD5,4.834252999,0.79876005,7.17024753,3.67E-05,0.001174525,2.680635858
CCNE1,0.903231991,3.152911155,7.270942568,3.27E-05,0.001112694,2.67114373
NMNAT2,2.15551885,0.93339577,7.108219224,3.95E-05,0.00124582,2.661164948
CYBRD1,-0.759796454,5.866443911,-7.432567965,2.73E-05,0.00099901,2.650533134
AC018730.1,-0.98427272,5.665415382,-7.410939075,2.79E-05,0.00101127,2.632934615
PDZD2,-0.978377279,4.136018116,-7.323452891,3.08E-05,0.001079895,2.630557807
VGLL3,2.837480423,1.222998646,7.080978434,4.07E-05,0.001272465,2.630493481
PRKAR2B,1.282959612,4.067429009,7.315582963,3.11E-05,0.001082037,2.628404903
GJA1,-1.243143672,6.244168464,-7.409003694,2.80E-05,0.00101127,2.622786492
RMI1,0.918865433,4.897062505,7.374789985,2.91E-05,0.001038309,2.622665674
AHCYL2,-0.644591667,5.866002608,-7.408809296,2.80E-05,0.00101127,2.621236286
DBI,-0.825980111,9.549213901,-7.30911791,3.13E-05,0.001087493,2.615495742
COL11A1,-0.929783368,8.193494395,-7.364372606,2.94E-05,0.00104318,2.614592765
CENPI,1.116358458,5.111968789,7.370350963,2.92E-05,0.001038607,2.606397929
FOXM1,1.159795243,7.592517696,7.376793882,2.90E-05,0.001038309,2.604779737
SCG2,2.358943071,2.070310919,7.086778699,4.04E-05,0.001266554,2.595262256
CD97,-1.560601099,3.049450388,-7.174954021,3.65E-05,0.001170666,2.592271077
PCCA,-0.65881443,6.711196066,-7.379328094,2.89E-05,0.001037921,2.582167254
SCN5A,1.300397255,3.500769406,7.224010555,3.45E-05,0.001135557,2.5815028
SRI,-0.808230341,8.124415019,-7.33718522,3.04E-05,0.001068194,2.578541799
SEPP1,-0.904243605,3.298959228,-7.186474672,3.60E-05,0.001162679,2.562173277
EXPH5,2.657325793,0.081742539,7.053451539,4.20E-05,0.001282008,2.555468043
GALNT12,1.476281154,1.902620726,7.050329967,4.22E-05,0.001284028,2.551264381
MYRF,1.468691909,2.270004954,7.076713309,4.09E-05,0.001272529,2.549785783
RIMS3,1.165290666,5.560803301,7.338609351,3.03E-05,0.001068194,2.548289543
ABCC1,1.126842386,4.027844089,7.216519912,3.48E-05,0.001142844,2.510932379
AC006115.3,1.23792403,2.391582102,7.054498108,4.20E-05,0.001282008,2.506572578
CD82,-1.765557888,4.61578158,-7.238669206,3.40E-05,0.001129497,2.505521616
NEIL3,0.805189323,4.368201488,7.239083224,3.39E-05,0.001129497,2.499156803
BASP1,1.10472912,4.641426866,7.249354366,3.35E-05,0.001125923,2.492974356
CDCA2,0.737754763,5.127615101,7.277614955,3.25E-05,0.001106768,2.490506881
KIF23,0.981037441,6.441155396,7.301629618,3.16E-05,0.001090894,2.488248098
NCAPD3,0.659002371,6.274440693,7.301852849,3.16E-05,0.001090894,2.485922631
CDK1,0.897130782,6.414886348,7.300205029,3.17E-05,0.001090894,2.48568189
FXYD6,1.281384112,5.787389109,7.290321501,3.20E-05,0.001098265,2.48476355
SH3GL2,2.741464206,0.470109812,6.958797722,4.70E-05,0.001372868,2.479166779
LINC00937,2.110989677,0.568726992,6.949561632,4.75E-05,0.001379492,2.478969132
EFNA5,2.281442279,2.485041238,7.021537353,4.36E-05,0.001312004,2.478297016
LONRF1,0.70218504,4.941957125,7.256104277,3.33E-05,0.001124073,2.475264531
MAP2K5,-0.922327227,4.791127326,-7.229579291,3.43E-05,0.001130812,2.45942111
TNR,1.033059532,4.402194245,7.205628572,3.53E-05,0.001146018,2.458706322
BUB1B,0.733334635,5.825161459,7.260802949,3.31E-05,0.001123092,2.442839485
DSN1,0.614730528,5.398385317,7.249133625,3.36E-05,0.001125923,2.442159287
CLDN10,-3.175382791,-1.187922637,-7.17763701,3.64E-05,0.001170666,2.437499337
LAMA4,-0.783269961,8.099521531,-7.209439853,3.51E-05,0.001146018,2.423511651
METTL7A,-0.928487438,6.181755462,-7.239473972,3.39E-05,0.001129497,2.415443633
GPD1L,0.868650046,5.02028961,7.207831019,3.52E-05,0.001146018,2.41359161
XKR5,1.034889398,2.608868464,6.99578926,4.50E-05,0.001333495,2.40925623
AGTPBP1,0.744619906,6.367068539,7.230483372,3.43E-05,0.001130812,2.400095991
DGKI,-1.423322792,5.459612841,-7.205007031,3.53E-05,0.001146018,2.399642991
C1orf85,-2.139080044,3.097170856,-6.992893175,4.51E-05,0.001334044,2.385080647
ARSJ,-1.379448648,2.746130504,-6.976300012,4.60E-05,0.001351021,2.383910268
FLRT3,-0.893647474,7.108351953,-7.204661045,3.53E-05,0.001146018,2.381347677
CCDC149,-0.801136927,5.039092822,-7.175349459,3.65E-05,0.001170666,2.375703383
LINC01024,1.896437984,0.607940519,6.856544606,5.30E-05,0.001451551,2.375687918
LHX2,-1.22725166,4.214481974,-7.112463075,3.93E-05,0.001242317,2.374608341
RASGEF1B,2.204963483,1.651193848,6.876425901,5.18E-05,0.00143862,2.372439905
PIK3IP1,-1.160199694,3.68679588,-7.057704118,4.18E-05,0.001282008,2.366013473
RPS6KA5,1.263999899,2.308392068,6.926753822,4.88E-05,0.001394079,2.362876836
AP3B2,1.28096607,4.037486383,7.087624687,4.04E-05,0.001266554,2.357725433
SLC40A1,-1.478342398,2.521456908,-6.931084597,4.85E-05,0.001389615,2.356195901
KCNK5,2.617654824,-0.56857247,6.932896782,4.84E-05,0.001389288,2.352529615
PLA2G5,-2.159122999,1.869452455,-6.85861584,5.29E-05,0.001451551,2.346066092
DNMT3B,0.876221532,4.058066756,7.071189353,4.12E-05,0.001273823,2.32680566
KIAA0895,1.631727501,2.498788009,6.908564593,4.98E-05,0.001413605,2.325560955
LENG9,-1.937041004,-0.031422244,-6.841304655,5.40E-05,0.001472721,2.32354247
CREB3L1,-2.429279007,1.119707093,-6.808352007,5.61E-05,0.001517931,2.321017564
TNFAIP6,-0.855647239,4.601987582,-7.104137125,3.96E-05,0.001249108,2.320233211
ZNF488,2.345584237,1.528776349,6.820311414,5.53E-05,0.001504535,2.317771698
LPGAT1,0.883044241,6.596294728,7.158576416,3.72E-05,0.00118789,2.314785551
SLC1A2,-0.896500033,4.286923858,-7.07384233,4.11E-05,0.001272529,2.312540884
SHCBP1,0.687154713,4.96933925,7.123306685,3.88E-05,0.001229417,2.312072851
KIF26B,2.020586011,2.15168129,6.857576414,5.29E-05,0.001451551,2.307826903
DYRK3,1.17101611,3.00948156,6.946535505,4.76E-05,0.001379492,2.30180867
AQP4,-2.596140417,3.026580457,-6.892166276,5.08E-05,0.001426887,2.289612103
WHSC1,0.679030238,8.686305819,7.073830732,4.11E-05,0.001272529,2.285056584
LIN7A,1.671493253,3.258916972,6.948731761,4.75E-05,0.001379492,2.283387204
SFRP1,1.079619806,5.76467622,7.123759111,3.87E-05,0.001229417,2.280514211
GLB1L2,1.537897406,4.032675506,7.008633786,4.43E-05,0.001318794,2.267607131
CEND1,-1.557973618,3.864288064,-6.98344739,4.56E-05,0.00134236,2.26733154
SVIP,2.768695091,3.145395887,6.888547256,5.10E-05,0.001426887,2.261427091
KANK1,-0.629038539,8.47351515,-7.060810959,4.17E-05,0.001282008,2.259170327
ITPR2,-1.180199394,8.171769776,-7.055693785,4.19E-05,0.001282008,2.240814378
SYT2,3.112477238,-0.315223027,6.806391501,5.62E-05,0.001518763,2.240389321
BECN1,-0.58381766,6.040430943,-7.092329449,4.02E-05,0.001263672,2.234129731
GALNT14,3.114183187,-1.127406932,6.913826057,4.95E-05,0.001407498,2.2173211
TP53I11,1.967963823,4.042507695,6.957675536,4.70E-05,0.001372868,2.21729684
TUBGCP3,0.679768508,6.224530678,7.078722112,4.08E-05,0.001272529,2.214434674
FXYD5,3.23802499,-0.881460641,6.874565339,5.19E-05,0.001439144,2.212426949
SMIM3,-1.489946649,4.81250757,-7.016536614,4.39E-05,0.00131445,2.210225506
UQCRC2,-0.661039346,7.291930828,-7.059605207,4.17E-05,0.001282008,2.207768988
SLC6A11,-1.250042261,5.341399602,-7.045719408,4.24E-05,0.001285774,2.207489136
PROM1,0.737638937,7.405741135,7.048612514,4.23E-05,0.001284028,2.197656867
CDS2,-0.802807077,8.050818527,-7.017557763,4.38E-05,0.00131445,2.186513417
ANO1,3.420665082,-1.649283852,6.945394089,4.77E-05,0.001379492,2.1845193
ATP10D,-0.609761312,6.589143859,-7.053429705,4.20E-05,0.001282008,2.18444487
KIF20A,0.682911863,7.035281917,7.039168155,4.27E-05,0.001292834,2.174344179
ANK2,-0.660412568,7.811719392,-7.0146079,4.40E-05,0.001314806,2.171811575
SLC20A2,-0.874934956,6.070239594,-7.035864235,4.29E-05,0.001292834,2.166884215
CCNB2,0.704590054,6.658348241,7.036038688,4.29E-05,0.001292834,2.163406371
PTH1R,1.699839051,1.394443309,6.683565079,6.52E-05,0.001673236,2.154126945
CHRNA7,2.144402351,0.2367519,6.671345635,6.61E-05,0.001679734,2.153892872
KCNJ16,-1.268492304,5.132446672,-6.99208779,4.52E-05,0.001334044,2.152765406
SNAP91,2.376178392,2.38776072,6.742697876,6.07E-05,0.001604617,2.151647063
SLC25A4,-0.811457959,5.030780231,-6.990315833,4.53E-05,0.001334204,2.149007308
MARC2,-0.948941661,3.323824024,-6.84191238,5.39E-05,0.001472721,2.140355776
KIF4A,1.17368557,6.811672561,7.01149235,4.41E-05,0.001316993,2.1392071
TROAP,0.75223635,5.848672214,7.004665399,4.45E-05,0.001322318,2.12866407
RGS7,3.422516344,-0.939916964,6.792538222,5.72E-05,0.001535846,2.121402219
KCNIP3,1.164520585,2.492443136,6.746688816,6.04E-05,0.001602561,2.12116588
EMP1,2.377572135,0.67803734,6.631859999,6.94E-05,0.001729481,2.117831987
CDC45,1.248491349,4.648954636,6.937001188,4.82E-05,0.0013884,2.112404913
AMIGO2,1.904254276,0.657670131,6.62106419,7.03E-05,0.001734101,2.105157919
IFI16,0.999270956,4.147931382,6.897173255,5.05E-05,0.001422065,2.104811813
XK,1.972849009,0.113930802,6.631212391,6.94E-05,0.001729481,2.104696891
ARHGEF28,1.337360131,2.605881358,6.732104735,6.15E-05,0.001619494,2.091485369
ZNF618,1.384080087,4.388276725,6.898228426,5.04E-05,0.001422065,2.089960702
FAM46A,1.101530388,4.675363345,6.918651716,4.92E-05,0.001402148,2.084840068
HHIP,2.180049248,0.509191611,6.603591446,7.18E-05,0.001751329,2.08401004
CNN3,-0.659755595,8.356868722,-6.920481784,4.91E-05,0.00140177,2.079827924
ADAMTS7,0.995674763,2.812293756,6.743935463,6.06E-05,0.001604617,2.0753342
ZDHHC2,1.965240228,1.466042156,6.617394177,7.06E-05,0.001739014,2.073603843
MREG,-1.183191892,2.096898725,-6.666710372,6.65E-05,0.001684758,2.073434811
PTPN5,2.799504714,0.187617486,6.605204913,7.17E-05,0.001751329,2.070981737
NDC80,0.882659086,5.545039756,6.948483789,4.75E-05,0.001379492,2.068784864
ETS1,0.971197987,6.449764873,6.95904895,4.69E-05,0.001372868,2.068383344
STXBP6,1.003131728,3.531748711,6.801553517,5.66E-05,0.00152248,2.055486361
EML2,-1.231003782,1.800973944,-6.625479816,6.99E-05,0.001730475,2.052563945
KNSTRN,0.701187293,5.537165008,6.936172517,4.82E-05,0.0013884,2.052417797
ATP6V1E2,-1.067956943,2.591684161,-6.694967481,6.43E-05,0.001658537,2.050853394
PRRX1,2.140594307,2.520473734,6.673706152,6.60E-05,0.001679734,2.047741008
CISD1,-0.689879923,4.661923781,-6.888023794,5.10E-05,0.001426887,2.045711092
PDE4B,-0.652754826,7.01821051,-6.935055865,4.83E-05,0.0013884,2.045139441
SLC6A6,2.618334578,2.299438922,6.639778804,6.87E-05,0.001721462,2.043318417
KIAA1456,2.936371929,0.568914805,6.56983682,7.48E-05,0.001799058,2.043020244
FAM225B,-1.040514666,4.32786036,-6.856753207,5.30E-05,0.001451551,2.042833854
MMP17,1.379417745,1.867367758,6.623936984,7.01E-05,0.001730885,2.041206209
EDA2R,2.588372116,0.161527233,6.572531634,7.46E-05,0.001799058,2.035402026
C14orf159,-0.980469535,3.895607655,-6.813752788,5.58E-05,0.001513612,2.035189903
NR5A2,-3.894320814,-1.753484579,-6.783114076,5.78E-05,0.001542266,2.028987897
EPHA3,-4.267938035,-0.065938856,-6.630722731,6.95E-05,0.001729481,2.025597104
AC021188.4,-1.23159561,2.464608531,-6.659383866,6.71E-05,0.00169408,2.025280643
BUB1,0.647731928,7.406993291,6.902608158,5.02E-05,0.001418252,2.015821037
INSIG1,0.977840538,7.202279496,6.90442765,5.01E-05,0.001417863,2.013014465
EFCAB1,3.451281232,-1.680313625,6.764536552,5.91E-05,0.001574162,2.009990683
CDO1,-0.947921874,4.862699848,-6.868095203,5.23E-05,0.001445279,2.009593811
HRSP12,-0.736459029,4.043433937,-6.810579533,5.60E-05,0.001516622,2.008335629
UST,-0.699862405,5.3532835,-6.890774803,5.09E-05,0.001426887,2.0062703
DSCC1,0.797875797,4.205726517,6.823221023,5.51E-05,0.001502036,2.002931637
C3orf70,-0.719871994,7.517739695,-6.885603832,5.12E-05,0.001428333,1.999540403
DUSP26,-1.914423714,1.847529167,-6.571415016,7.47E-05,0.001799058,1.995226887
RGCC,-1.465008352,3.305441292,-6.710380074,6.31E-05,0.001645161,1.991786474
CEP170B,0.911360258,3.255578008,6.722510191,6.22E-05,0.001629755,1.989910192
CPT1A,-2.418570713,4.56396216,-6.790207634,5.73E-05,0.001537393,1.982622376
PRNP,-0.657078058,7.08997742,-6.877327133,5.17E-05,0.00143862,1.974764661
SLC38A2,0.704220961,7.299037118,6.86277761,5.26E-05,0.001451392,1.962305308
WDFY3-AS2,-1.34651263,1.883622109,-6.55391118,7.63E-05,0.001825451,1.959122726
FOXN3,-0.874392443,6.740086426,-6.86788001,5.23E-05,0.001445279,1.957118862
KCNA1,2.85226171,-1.320524345,6.671040307,6.62E-05,0.001679734,1.953394887
ALDH1A3,-2.839586878,2.569917396,-6.570853458,7.47E-05,0.001799058,1.952153759
SIK1,1.000645681,3.900458008,6.738381615,6.10E-05,0.001610136,1.932832065
NPR2,-2.512058469,1.614114447,-6.493888541,8.21E-05,0.001917007,1.928851989
PLCL2,0.724631465,4.113232301,6.752320908,6.00E-05,0.00159457,1.92223472
